AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,SpatialLocation,rowguid,ModifiedDate
13771,"7917 Precipice Drive","","Concord",9,"94519","POINT (-122.02079890947 37.9853798889178)","CB9CDEBF-C3FF-4F01-8148-8D76BED96268",2014-05-17 00:00:00.000
13928,"535 La Salle Street","","Concord",9,"94519","POINT (-122.2249841874 37.963759597)","F9301D47-D41A-47B1-BEF8-0DF3E49CEE24",2011-11-14 00:00:00.000
14007,"1287 Youngsdale Drive","","Concord",9,"94519","POINT (-122.16720922713 38.0499679523416)","149FA427-964B-48FB-9089-34E01ADADA56",2013-09-28 00:00:00.000
14170,"2278 Rosa","","Concord",9,"94519","POINT (-122.0940040683 37.9435876125847)","02BB1B50-4C4D-4BB6-9D2C-8E14145CFBCA",2014-02-11 00:00:00.000
14287,"9430 Thornhill Place","","Concord",9,"94519","POINT (-122.04520062908 37.9359890168878)","CB401005-C122-4E6E-9D14-423E9F1CA11B",2014-03-11 00:00:00.000
14305,"5093 Greer Ave","","Concord",9,"94519","POINT (-121.955297221843 37.9049719120931)","DC9646C0-53B7-40F4-AD19-2431CD9F0289",2012-11-05 00:00:00.000
14321,"7554 Grammercy Lane","","Concord",9,"94519","POINT (-121.850644919945 37.9953240559285)","E01B8BE8-B049-4F17-B0B0-D8E750FF4BD9",2011-09-29 00:00:00.000
14511,"1292 Marsh Elder","","Concord",9,"94519","POINT (-121.891881941173 37.9695485417802)","7190267D-8417-4DCA-A13B-5171AA9EEAE1",2012-06-05 00:00:00.000
14586,"8308 Fox Way","","Concord",9,"94519","POINT (-122.194086766004 37.9045004517969)","A72D5053-9A0C-4F54-8954-B6C1C30CE47E",2013-09-07 00:00:00.000
14603,"5238 MountainAire Parkway","","Concord",9,"94519","POINT (-121.862187732005 38.0309714630993)","9DD25A8F-3DDB-482D-BA63-CF4F8EDBFB4E",2013-11-15 00:00:00.000
14611,"2756 Sinclair Avenue","","Concord",9,"94519","POINT (-122.1363448689 37.9422981707)","83861BD6-DD92-4E33-9C02-66788D15F376",2013-12-23 00:00:00.000
14767,"7748 Rambling Rose Ave","","Concord",9,"94519","POINT (-122.14280750752 38.0043763781601)","6E49D75F-41DD-4532-9DCF-0753F455DBEA",2013-09-21 00:00:00.000
14773,"33 RiverRock Dr","","Concord",9,"94519","POINT (-121.862187732005 37.9359890168878)","08710131-50EE-44CF-BA89-F93019912F44",2013-12-12 00:00:00.000
14850,"6115 Glenside Court","","Concord",9,"94519","POINT (-122.092960011048 38.0212447197929)","B7606740-69A9-420A-B787-0DCC382E01B0",2013-11-30 00:00:00.000
15064,"5124 Palmer Rd.","","Concord",9,"94519","POINT (-122.14280750752 37.9435876125847)","6A85FB8B-98AC-4232-AF0D-BBFC98E1E484",2014-04-01 00:00:00.000
15088,"701 Golf Club Road","","Concord",9,"94519","POINT (-122.1022135596 37.993885449)","771811FD-9C89-4772-9384-9FA6A4D5CCF1",2013-08-28 00:00:00.000
15141,"2444 Piedmont","","Concord",9,"94519","POINT (-121.957355937847 38.0407880893046)","DCD35B14-2EF7-48FE-B0B8-BC4F39FA33A0",2012-07-19 00:00:00.000
15160,"4659 Cape Cod Way","","Concord",9,"94519","POINT (-122.04050004918 38.0111491271466)","61EA4ECA-C884-4870-824A-62ABB0BEC436",2011-10-07 00:00:00.000
15418,"2474 Madhatter Ln","","Concord",9,"94519","POINT (-121.92319203103 37.9815805910693)","16570321-5FC5-422C-999A-848CE2703C5F",2014-02-06 00:00:00.000
15469,"240 Rapallo Lane","","Concord",9,"94519","POINT (-122.02079890947 37.9397883147362)","002CE4D2-9382-43FA-8DC4-7BB7DB7DA142",2014-04-19 00:00:00.000
15651,"6092 Chestnut","","Concord",9,"94519","POINT (-121.93213001931 37.9376063896323)","B197B43D-9B4D-4598-8984-261A15A023D7",2012-02-23 00:00:00.000
15773,"8841 Warmcastle Court","","Concord",9,"94519","POINT (-121.837786012395 37.9853798889178)","693E7859-DCB8-4709-81EF-79C59CC85963",2013-11-18 00:00:00.000
15798,"9647 C Wharton Way","","Concord",9,"94519","POINT (-122.072665291015 37.9528712763971)","6139F48F-40FA-4BA5-8B91-76BC6A4EEC20",2013-04-04 00:00:00.000
15876,"4906 Vine Hill Way","","Concord",9,"94519","POINT (-122.11840578791 38.0499679523416)","C06750DA-1AD8-4660-97C9-35DB2964D3FA",2012-06-01 00:00:00.000
15935,"2942 Berkhire Court","","Concord",9,"94519","POINT (-122.130606647715 37.9891791867662)","3749F7C0-08B8-4E0E-AF6A-A8E80B6CFE20",2014-01-11 00:00:00.000
15963,"9075 Calle Verde","","Concord",9,"94519","POINT (-121.97199547025 38.0461686544932)","63885D54-F3DE-4A57-976D-355C0F3BB276",2013-09-06 00:00:00.000
16005,"7035 Creekridge Lane","","Concord",9,"94519","POINT (-122.188506956343 37.9103061549386)","701EA0F1-6410-402A-84D5-A7DA05FFE766",2013-08-26 00:00:00.000
16014,"3495 Virginia Lane","","Concord",9,"94519","POINT (-122.029247114446 37.9357110999054)","550E2B6F-C18C-4F72-91B3-C6629D272DAA",2013-09-13 00:00:00.000
16018,"8958 Carleton Street","","Concord",9,"94519","POINT (-121.825585152591 38.0271721652509)","18EF9AFA-2CF1-4899-9574-8E0361919214",2013-10-02 00:00:00.000
16089,"5845 Oil Road","","Concord",9,"94519","POINT (-121.825585152591 37.9853798889178)","7FF5BDF1-4533-48C8-85AD-0AF0909CCB46",2013-11-21 00:00:00.000
16112,"4817 Gate Drive","","Concord",9,"94519","POINT (-121.89879031142 37.9967777824632)","178069CE-70BD-471A-8AAB-30ADF6B9C216",2011-08-19 00:00:00.000
16214,"7904 Eagle Peak Avenue","","Concord",9,"94519","POINT (-122.106204928105 38.0157742717055)","F1AE7C30-5B41-4766-B4FC-2DB626291956",2013-09-22 00:00:00.000
16261,"6564 Bellwood Dr","","Concord",9,"94519","POINT (-121.998489369693 38.0337521304406)","65307BF6-1F6B-409F-9472-EC90A1810E20",2013-11-24 00:00:00.000
16296,"874 Olivera Road","","Concord",9,"94519","POINT (-122.182036327455 37.9669226069104)","892A0AE6-1FB4-432B-BB09-211313799F83",2011-11-19 00:00:00.000
16428,"8398 Kathryn Drive","","Concord",9,"94519","POINT (-122.057401488885 37.9397883147362)","F5288A71-287B-47C0-B97C-645A016A5044",2014-01-04 00:00:00.000
16574,"9277 Country View Lane","","Concord",9,"94519","POINT (-121.910991171225 37.9397883147362)","00ACECA1-C0DA-4AAC-A87D-FE83C62C3333",2013-09-27 00:00:00.000
16689,"8349 Roxbury Drive","","Concord",9,"94519","POINT (-122.151246841447 37.986722738601)","E0D44A4D-2C49-43B3-B56C-3FEFD4574864",2012-10-24 00:00:00.000
16831,"6177 Arleda Lane","","Concord",9,"94519","POINT (-122.046878790165 37.9778678972873)","55C2A682-6053-47D1-9E96-4808E11B5F83",2012-09-15 00:00:00.000
16980,"6480 Prancing Drive","","Concord",9,"94519","POINT (-121.959794610445 37.9815805910693)","0AEAFA91-9FB0-4A0B-91CD-1D19FF209DA9",2014-01-04 00:00:00.000
17080,"1434 Boxwood Drive","","Concord",9,"94519","POINT (-121.877855552118 37.978368078529)","3A599066-74A3-495A-A171-77011964A65F",2014-03-17 00:00:00.000
17451,"2953 Fruitwood Drive","","Concord",9,"94519","POINT (-121.99639718986 37.9815805910693)","445A18E9-468D-4AE2-A58C-73637457E529",2013-11-11 00:00:00.000
17505,"1724 Vancover Way","","Concord",9,"94519","POINT (-122.06960234869 37.9549855061301)","B66DDE22-B7FE-4830-9F48-D4D4FD8AC7CF",2013-09-19 00:00:00.000
17730,"7740 LaCrosse Ave","","Concord",9,"94519","POINT (-121.87438859181 37.9967777824632)","54298823-4543-4A9E-BF5D-D83C68B364F4",2014-05-05 00:00:00.000
17763,"683 Larch Ct.","","Concord",9,"94519","POINT (-122.098603681611 37.9403825008959)","0905BAB0-F916-4012-9F70-6E0EB88A3378",2014-01-30 00:00:00.000
17895,"6809 El Capitan Lane","","Concord",9,"94519","POINT (-122.16720922713 37.9663833996755)","C0750A3E-2C51-4BA9-8D38-73C3332B9C08",2013-08-05 00:00:00.000
17901,"8904 La Salle Ave","","Concord",9,"94519","POINT (-122.119268771383 37.9355150307877)","AED058EC-645F-43FC-9F84-29D9BE4F1BA5",2013-02-03 00:00:00.000
18092,"8192 Seagull Court","","Concord",9,"94519","POINT (-122.106204928105 38.0347707609478)","4A9B39D4-7252-4242-9DAB-593158FDA4C5",2013-08-03 00:00:00.000
18141,"1950 Crown Court","","Concord",9,"94519","POINT (-121.825585152591 38.0385700587962)","74342E90-4754-4DE4-9309-EF2C22A67174",2014-05-21 00:00:00.000
18227,"55 St. George Dr.","","Concord",9,"94519","POINT (-122.088919 37.9261228616999)","AC18A66B-8097-46B8-AD78-CA362F46779F",2013-07-07 00:00:00.000
18452,"3426 Fernwood Drive","","Concord",9,"94519","POINT (-122.14280750752 37.9397883147362)","4BEC32FE-8CEC-4B11-B402-32ED772D5138",2013-12-25 00:00:00.000
18509,"5279 East L Street","","Concord",9,"94519","POINT (-122.057401488885 38.0347707609478)","C51CC05D-4B4C-4046-A8F0-53BB4C73A2DE",2013-10-12 00:00:00.000
18581,"8482 Rosey View Drive","","Concord",9,"94519","POINT (-121.8499868722 38.0157742717055)","BC7BAC38-10FA-4E68-9AB1-A89838C51C8F",2013-07-01 00:00:00.000
18735,"3624 Garland Drive","","Concord",9,"94519","POINT (-122.179410086935 38.0005770803116)","4B6F9546-F594-4176-A861-5766D268A7EB",2013-11-16 00:00:00.000
18761,"16 White Pl.","","Concord",9,"94519","POINT (-121.910991171225 37.9777812932209)","83FDDDB3-2871-42A6-B9BF-C5116BFFFE38",2013-07-02 00:00:00.000
18794,"473 Heather Road","","Concord",9,"94519","POINT (-121.935392890835 38.0461686544932)","A177F439-4932-45E7-BE99-8B176BD67D74",2011-09-11 00:00:00.000
18814,"5 View Dr.","","Concord",9,"94519","POINT (-122.02079890947 38.0043763781601)","51F1D977-7DC5-4921-A60D-0B356AC049D8",2014-05-07 00:00:00.000
18859,"2383 Pepper Drive","","Concord",9,"94519","POINT (-122.194526644 38.0173705439)","0C527AAD-A5E6-4AED-B04F-DDB0A0E7C16D",2014-01-31 00:00:00.000
18883,"6306 El Dorado Way","","Concord",9,"94519","POINT (-122.06960234869 37.9663833996755)","6052BD1D-CAA9-4721-A2A5-FF0C5D383D97",2013-08-31 00:00:00.000
18900,"5751 San Vincente Drive","","Concord",9,"94519","POINT (-121.848649895456 37.9970795477339)","7AC9AF05-C6A2-4C79-AF30-EC4C1001B4E5",2014-03-09 00:00:00.000
18956,"32, chaussée de Tournai","","Concord",9,"94519","POINT (-122.06960234869 38.0347707609478)","A2CA94C1-709C-4FED-BF90-017F117604F0",2013-06-22 00:00:00.000
19079,"3783 Terra Calitina","","Concord",9,"94519","POINT (-122.191610946739 38.011974973857)","0D8558AB-E02D-4575-B773-4CA65ECAE20B",2014-04-14 00:00:00.000
19081,"6848 Calico Way","","Concord",9,"94519","POINT (-121.92319203103 38.0157742717055)","A85AEF4F-0C5F-42BF-AB69-8B55B693474C",2013-11-16 00:00:00.000
19374,"651 Melody Dr.","","Concord",9,"94519","POINT (-121.923809269761 37.9187921428143)","530B6334-5C28-4500-9B39-B810A6A01A0F",2014-06-25 00:00:00.000
19405,"7191 Margo Drive","","Concord",9,"94519","POINT (-121.912462489595 38.0082592379088)","5EF7E9BA-EC94-4A74-8F50-174F12BD6B72",2013-10-01 00:00:00.000
19428,"1210 Trafalgar Circle","","Concord",9,"94519","POINT (-122.1107298525 37.8919543385999)","82ADB3C3-5B14-4566-A24B-82C697526935",2013-07-15 00:00:00.000
19467,"1466 Aspen Drive","","Concord",9,"94519","POINT (-121.940362375283 38.0121916530707)","BD739230-603F-49D3-97E7-77D5E5BD73FA",2014-02-03 00:00:00.000
19584,"3939 Northridge Ct.","","Concord",9,"94519","POINT (-122.041949106597 37.9929733927086)","D186E1B7-9ACB-4586-B683-E9E0EBF43C5B",2014-05-03 00:00:00.000
19652,"911 Nicholas Drive","","Concord",9,"94519","POINT (-122.181987542146 37.9627951642345)","F0073D3B-BE49-4EE6-8B02-C0AF5E61D6BC",2014-05-26 00:00:00.000
19760,"1536 Camino Verde Ct.","","Concord",9,"94519","POINT (-122.130606647715 37.9511862082816)","F2C699DF-3F6F-420F-B33D-C6AFE8020933",2014-06-03 00:00:00.000
19773,"6441 Gordon Ct.","","Concord",9,"94519","POINT (-121.87438859181 38.0423693566447)","FCC45BD7-159D-4FF3-9F69-F7424165AFCC",2014-01-12 00:00:00.000
19807,"3261 Vista Bonita","","Concord",9,"94519","POINT (-121.92319203103 37.9929784846147)","BE018ACA-22BB-471F-A0A4-0AC978B6A31F",2014-01-19 00:00:00.000
19849,"2753 Rubiem Ct.","","Concord",9,"94519","POINT (-122.155008367325 37.9891791867662)","FF76C861-B9E7-420D-B7F0-46CAE1782D9E",2014-05-26 00:00:00.000
19853,"3663 Palm Avenue","","Concord",9,"94519","POINT (-121.97199547025 37.9967777824632)","B4FEF74C-669D-40D9-B3FA-0484B3FAD598",2013-07-07 00:00:00.000
19926,"9568 Sunsine Drive","","Concord",9,"94519","POINT (-122.032999769275 37.9891791867662)","BE6A9EC3-B665-445B-88D4-D58C7ED657B3",2014-03-04 00:00:00.000
20059,"8961 Abbey Court","","Concord",9,"94519","POINT (-122.203811921292 37.8850766560163)","23505632-8045-453A-8932-862014E9DF96",2013-09-24 00:00:00.000
20200,"6340 Olivera Rd","","Concord",9,"94519","POINT (-122.108822283915 37.9517251996826)","643FB8A7-6E31-4A9F-B37B-5C9253447F81",2014-02-24 00:00:00.000
20301,"6211 Blenheim Way","","Concord",9,"94519","POINT (-122.056481828501 37.899730772922)","C8AB2279-1C75-4204-862E-186D0C69ACA2",2014-03-30 00:00:00.000
20309,"2033 Woodbury Place","","Concord",9,"94519","POINT (-122.02079890947 37.9549855061301)","A01FE2D7-A46E-465A-B4C5-E541F9B7857F",2013-09-14 00:00:00.000
20366,"8866 Alpha Way","","Concord",9,"94519","POINT (-121.959794610445 38.0309714630993)","E21EEFC9-8443-4DFD-B426-4BAED711BE07",2013-10-10 00:00:00.000
20384,"2885 Hill Drive","","Concord",9,"94519","POINT (-122.16720922713 38.0347707609478)","54C35C17-7892-4AEC-BD90-B8D36948C831",2013-07-25 00:00:00.000
20582,"4596 Flora Ave","","Concord",9,"94519","POINT (-122.179410086935 38.0195735695539)","E9060346-3E5B-463C-B0F6-EBFD7D52B100",2013-09-26 00:00:00.000
20704,"8786 Croyden Dr.","","Concord",9,"94519","POINT (-121.959794610445 37.9473869104332)","312FD79C-991B-4250-8B8C-1F3E5E3BB941",2014-06-29 00:00:00.000
20708,"4438 Chrislend Court","","Concord",9,"94519","POINT (-122.106204928105 38.0347707609478)","EE79DE9A-C6E8-4777-B8EA-86E9C904749C",2013-09-06 00:00:00.000
20740,"4705 Silverberry Court","","Concord",9,"94519","POINT (-122.052846351033 37.9821583086184)","66BB7D76-90BF-44BC-8912-095F98B8E923",2013-09-06 00:00:00.000
20750,"6474 Helen Ave.","","Concord",9,"94519","POINT (-122.172172714671 37.9641467060167)","AB839EA3-C97B-4F50-AC02-3DA33B0731AA",2014-03-08 00:00:00.000
20769,"2199 Laverne Way","","Concord",9,"94519","POINT (-121.788730175829 37.9159477559552)","97F4E235-1AA3-4509-BA66-B7B196AFD5C5",2014-02-16 00:00:00.000
20922,"5123 Gumwood","","Concord",9,"94519","POINT (-121.830382427478 37.9912892258367)","549E0D0D-7CB3-4F03-A02C-AC01D671E2E1",2013-12-12 00:00:00.000
20970,"4221 Birch Bark Road","","Concord",9,"94519","POINT (-122.152532586309 38.0072746770683)","7A43FF0D-6B3C-4D14-BA7E-74121B3C7C53",2014-03-01 00:00:00.000
21086,"9609 W 74th St.","","Concord",9,"94519","POINT (-121.87438859181 38.0347707609478)","1F490337-D36C-4B4A-B171-F4835BBB4110",2013-08-03 00:00:00.000
21203,"3390 Colfax Street","","Concord",9,"94519","POINT (-122.057511389361 38.0174102352004)","3F287323-1A18-4337-A6C4-249FB154C963",2014-02-04 00:00:00.000
21236,"8827 Ward Court","","Concord",9,"94519","POINT (-121.984196330055 37.9435876125847)","9723DF48-A279-40F4-AA12-03EABEA7587E",2012-02-25 00:00:00.000
21247,"4392 Lakeview Pl.","","Concord",9,"94519","POINT (-121.949797471561 37.9504057311029)","F3E3669A-8D14-4305-A95D-B9B3C067FECF",2014-05-30 00:00:00.000
21413,"3831 Golden Gate Way","","Concord",9,"94519","POINT (-122.179410086935 38.0423693566447)","2CE72554-FAC2-4CC0-AA12-5B98AD92E69A",2013-12-03 00:00:00.000
21477,"3257 Toyon Dr.","","Concord",9,"94519","POINT (-122.074797885077 37.9173630865814)","84962DFF-4812-4468-A664-2EDF8A7A5E2B",2012-09-16 00:00:00.000
21510,"2080 Wesley Court","","Concord",9,"94519","POINT (-121.914387254662 38.000511024869)","C2C649AB-5056-4763-B03E-31DC2026DFE8",2014-05-19 00:00:00.000
21682,"9474 Rose Street","","Concord",9,"94519","POINT (-122.04520062908 38.0195735695539)","B5B85820-B198-44B6-BADC-83D3BA99698E",2014-04-15 00:00:00.000
21701,"7932 Pierce Ct.","","Concord",9,"94519","POINT (-122.048574903722 37.9844740682056)","82B8CC52-01D7-4334-9E69-D0E49C808456",2013-09-21 00:00:00.000
21779,"4173 Willow Pass Road","","Concord",9,"94519","POINT (-121.967666429418 37.9798769701111)","42D4B4D0-623A-4F5E-B24D-8D1DA4BB152A",2012-11-06 00:00:00.000
21839,"5217 Cordova Way","","Concord",9,"94519","POINT (-121.987085659901 37.9493881336618)","A463B996-CB20-44E6-911A-4FBE0DDBD185",2013-10-19 00:00:00.000
21934,"8719 Wilbur Drive","","Concord",9,"94519","POINT (-121.8499868722 38.0081756760085)","C604B85E-F621-4215-953C-9525332609E8",2014-03-07 00:00:00.000
22026,"5665 Myrtle Drive","","Concord",9,"94519","POINT (-121.958364737663 37.9598076709105)","7B43EC7E-D95B-42A8-9D39-F58901D0DE23",2014-02-11 00:00:00.000
22055,"1562 Black Walnut","","Concord",9,"94519","POINT (-121.854425441945 37.9090016028089)","1BD8E111-F780-44F8-82EE-92658514F7D9",2013-11-01 00:00:00.000
22065,"5152 Fine Dr.","","Concord",9,"94519","POINT (-121.94759375064 37.9587848039786)","DB685C51-85DB-4786-8418-462223946E04",2012-10-30 00:00:00.000
22129,"3007 Hooftrail Way","","Concord",9,"94519","POINT (-122.14280750752 37.9701826975239)","05859545-C610-45A5-8BDE-848F973A69AE",2013-09-26 00:00:00.000
22162,"3829 Baltic Sea Ct.","","Concord",9,"94519","POINT (-121.837786012395 38.0385700587962)","5CBE44D3-8948-4EBF-93A7-7A14EB15FFEA",2014-04-27 00:00:00.000
22170,"4002 Fawn Glen Circle","","Concord",9,"94519","POINT (-122.179410086935 37.9967777824632)","437117DB-279A-4D1F-83B9-CC12A5AF3158",2013-10-06 00:00:00.000
22178,"2505 N Francisco Way","","Concord",9,"94519","POINT (-121.984196330055 37.962584101827)","EB2B375B-2173-4845-A6D5-7D489EBD2B72",2013-07-31 00:00:00.000
22201,"2815 La Vuelta","","Concord",9,"94519","POINT (-122.04520062908 38.0423693566447)","3089088D-DEB8-4F3E-BA91-F298C34B0E00",2012-06-11 00:00:00.000
22503,"9072 U St.","","Concord",9,"94519","POINT (-122.057401488885 38.0499679523416)","6E57530B-5EDE-4BF3-8B7C-BFD972FBE90A",2014-01-19 00:00:00.000
22532,"8847 Reisling Court","","Concord",9,"94519","POINT (-121.92319203103 38.011974973857)","947BAAA3-3901-4162-B249-F836F5D8A50C",2013-10-29 00:00:00.000
22593,"3725 Odin Dr.","","Concord",9,"94519","POINT (-122.155008367325 37.9929784846147)","7D48DE28-CCD0-4EB9-A27F-525BA48E0CB8",2013-12-12 00:00:00.000
22636,"7696 Ready Road","","Concord",9,"94519","POINT (-121.92319203103 38.0157742717055)","E2CA16DC-F928-4CEF-9733-37978DEC0A86",2014-01-12 00:00:00.000
22741,"7585 St. George Dr","","Concord",9,"94519","POINT (-122.013033866844 37.9594584269457)","9B3E7988-24CF-4B82-A8AB-64172B311563",2013-10-15 00:00:00.000
22799,"899 Park Blvd.","","Concord",9,"94519","POINT (-121.984196330055 37.9967777824632)","1F7D24CB-ADD1-4E1F-988D-4346AEF03321",2014-06-22 00:00:00.000
22856,"4951 Carlos Dr.","","Concord",9,"94519","POINT (-122.191610946739 38.0043763781601)","1BE77EEA-4A4E-4C7D-9209-8AF471DD75DC",2013-08-30 00:00:00.000
22966,"4790 Curletto Drive","","Concord",9,"94519","POINT (-121.8892727415 38.002531567)","E803BF64-92FA-41C9-A593-D8CCCBC81817",2013-10-29 00:00:00.000
23034,"7900 Black Walnut Ct.","","Concord",9,"94519","POINT (-122.122800390361 37.9811080229164)","BF8C6596-1B28-41D1-8A88-89458579E595",2013-10-16 00:00:00.000
23070,"7405 Dolores Way","","Concord",9,"94519","POINT (-121.834921349095 37.9940767790332)","0C62CC6A-1F41-4D57-8614-FF48890CD2D2",2014-05-23 00:00:00.000
23191,"5121 Alta Vista","","Concord",9,"94519","POINT (-121.99639718986 37.9891791867662)","2D26C124-E4B2-405F-8963-C31871DDDA76",2013-12-18 00:00:00.000
23220,"8024 Azores Court","","Concord",9,"94519","POINT (-121.97199547025 38.0195735695539)","973BF2C5-B9E0-4BB0-B563-035EED32C510",2014-06-09 00:00:00.000
23554,"861 Meadowvale Court","","Concord",9,"94519","POINT (-121.94759375064 37.9701826975239)","9F231FB9-4858-4977-B2AF-DEEFF609D7CC",2014-03-24 00:00:00.000
24013,"8412 Jorge","","Concord",9,"94519","POINT (-122.106204928105 37.9777812932209)","980215FD-CE41-416E-BF73-81E6EB84A58F",2013-11-05 00:00:00.000
24200,"4487 Ahwanee Lane","","Concord",9,"94519","POINT (-121.984196330055 37.9777812932209)","177FC29B-9752-4964-91E4-8001F99C3768",2011-06-27 00:00:00.000
24228,"4330 Reliz Valley Road","","Concord",9,"94519","POINT (-121.862187732005 38.0385700587962)","FDD04949-6A34-42E2-A199-0C885075B5F3",2014-01-13 00:00:00.000
24335,"6975 Olivera Road","","Concord",9,"94519","POINT (-121.840370790935 37.9403271442617)","C791CA3F-9815-4295-BF0B-19CCFC36171C",2014-02-04 00:00:00.000
24490,"4817 Clyde St.","","Concord",9,"94519","POINT (-121.910991171225 38.0043763781601)","ADAA7DD4-58CB-42FA-AEA3-D8FC692552D8",2013-11-14 00:00:00.000
24663,"2594 Breaker Dr","","Concord",9,"94519","POINT (-122.032999769275 37.9397883147362)","82FD6D54-0335-42C2-9B18-88AFE1F14AFD",2014-02-25 00:00:00.000
24719,"1506 St. George Court","","Concord",9,"94519","POINT (-122.191610946739 37.9397883147362)","DB8BAEB8-D79E-4522-AA64-556B5E179A95",2011-07-19 00:00:00.000
