BusinessEntityID,Name,ContactType,Title,FirstName,MiddleName,LastName,Suffix,PhoneNumber,PhoneNumberType,EmailAddress,EmailPromotion
1544,"Circuit Cycles","Sales Agent","Mr.","Donals","E.","Nilson","","526-555-0100","Work","donals0@adventure-works.com",2
1560,"Capital Road Cycles","Sales Agent","Mr.","Nino","E.","Olivotto","","528-555-0100","Cell","nino0@adventure-works.com",2
1566,"Burnett Road Warriors","Sales Agent","Mr.","Arvid","B.","Ziegler","","398-555-0100","Work","arvid0@adventure-works.com",0
1568,"Custom Frames, Inc.","Sales Agent","Mr.","Vincent","T.","White","","677-555-0100","Cell","vincent0@adventure-works.com",2
1570,"First Rate Bicycles","Sales Agent","Mr.","John","E.","Ortiz","","133-555-0100","Cell","john25@adventure-works.com",1
1572,"National Bike Association","Sales Agent","Mr.","David","J.","Ortiz","","937-555-0100","Cell","david21@adventure-works.com",1
1584,"Trey Research","Sales Agent","Mr.","Cristian","B.","Osorio","","597-555-0100","Work","cristian1@adventure-works.com",1
1594,"Fitness Association","Sales Agent","Ms.","Kelly","J.","Whitworth","","550-555-0100","Cell","kelly1@adventure-works.com",0
1596,"A. Datum Corporation","Sales Agent","Mr.","Jay","J.","Wilkie","","813-555-0100","Cell","jay5@adventure-works.com",0
1600,"Federal Sport","Sales Agent","Mr.","Shawn","M.","Whitney","","803-555-0100","Work","shawn1@adventure-works.com",0
1606,"Northwind Traders","Sales Agent","Ms.","Tina","A.","Perko","","104-555-0100","Cell","tina1@adventure-works.com",2
1610,"Hybrid Bicycle Center","Sales Agent","Mr.","Glin","J.","Peterson","","626-555-0100","Work","glin0@adventure-works.com",1
1628,"Bicycle Specialists","Sales Agent","Ms.","Cheryl","J.","Pompa","","433-555-0100","Cell","cheryl1@adventure-works.com",0
1634,"GMA Ski & Bike","Sales Agent","Ms.","Constance","J.","Posner","","686-555-0100","Work","constance0@adventure-works.com",2
1638,"Inline Accessories","Sales Agent","Ms.","Betty","J.","Potts","","120-555-0100","Work","betty1@adventure-works.com",1
1642,"Electronic Bike Co.","Sales Agent","Mr.","Gregory","R.","Whiting","","218-555-0100","Work","gregory3@adventure-works.com",0
1646,"Electronic Bike Repair & Supplies","Sales Agent","Ms.","Catherine","M.","Whitney","","206-555-0100","Cell","catherine1@adventure-works.com",0
1648,"Wide World Importers","Sales Agent","Mr.","Steven","K.","Whitehead","","327-555-0100","Work","steven4@adventure-works.com",1
1654,"American Bikes","Sales Agent","Ms.","Susan","J.","Ramos","","839-555-0100","Cell","susan5@adventure-works.com",1
1664,"Anderson's Custom Bikes","Sales Agent","Ms.","Suzann","K.","Reams","","354-555-0100","Cell","suzann0@adventure-works.com",2
1666,"Leaf River Terrain","Sales Agent","Ms.","Michelle","B.","Rector","","459-555-0100","Cell","michelle1@adventure-works.com",1
1670,"Holiday Skate & Cycle","Sales Agent","Ms.","Gloria","B.","Wilson","","893-555-0100","Work","gloria2@adventure-works.com",0
1672,"Expert Bike Co","Sales Agent","Ms.","Celine","J.","Reed","","340-555-0100","Work","celine0@adventure-works.com",2
1688,"Wood Fitness","Sales Agent","Mr.","Jack","S.","Richins","","705-555-0100","Cell","jack3@adventure-works.com",0
1690,"Bloomington Multisport","Sales Agent","Ms.","Marie","M.","Richmeier","","172-555-0100","Work","marie1@adventure-works.com",0
1692,"Carlson Specialties","Sales Agent","Ms.","Juanita","J.","Zimmerman","","194-555-0100","Cell","juanita1@adventure-works.com",2
1492,"Australia Bike Retailer","Sales Associate","Ms.","Paula","B.","Moberly","","273-555-0100","Cell","paula2@adventure-works.com",2
1498,"Trikes, Inc.","Sales Associate","Mr.","William","J.","Monroe","","315-555-0100","Work","william3@adventure-works.com",1
1500,"Morgan Bike Accessories","Sales Associate","Ms.","Alan","L.","Monitor","","142-555-0100","Cell","alan2@adventure-works.com",0
1516,"Gardner Touring Cycles","Sales Associate","Mr.","Michael","J.","Zwilling","","542-555-0100","Cell","michael28@adventure-works.com",2
1524,"Recreation Place","Sales Associate","Ms.","Dorothy","J.","Myer","","991-555-0100","Work","dorothy2@adventure-works.com",0
1540,"Bergeron Off-Roads","Sales Associate","Ms.","Jan","R.","Nelsen","","905-555-0100","Work","jan2@adventure-works.com",1
1556,"West Junction Cycles","Sales Associate","","Tina","Slone","O'Dell","","173-555-0100","Work","tina0@adventure-works.com",1
1562,"Norstan Bike Hut","Sales Associate","Mr.","Lee","M.","Olguin","","944-555-0100","Work","lee1@adventure-works.com",1
1566,"Burnett Road Warriors","Sales Associate","Ms.","Gloria","B.","Orona","","810-555-0100","Work","gloria1@adventure-works.com",1
1576,"Superior Bicycles","Sales Associate","Mr.","Stu","J.","Osborn","","472-555-0100","Work","stu0@adventure-works.com",1
1586,"Mitchell Sports","Sales Associate","Ms.","Mosha","M.","Park","","352-555-0100","Work","mosha0@adventure-works.com",2
1588,"Signature Cycles","Sales Associate","Mr.","Rajesh","M.","Patel","","724-555-0100","Work","rajesh1@adventure-works.com",1
1612,"Midwest Sport, Inc.","Sales Associate","Ms.","Sara","E.","Pettengill","","125-555-0100","Work","sara1@adventure-works.com",0
1616,"Aurora Bike Center","Sales Associate","Ms.","Patricia","B.","Porter","","939-555-0100","Work","patricia1@adventure-works.com",2
1618,"Metro Sport Equipment","Sales Associate","Mr.","Pat","R.","Pinkston","","387-555-0100","Work","pat3@adventure-works.com",0
1632,"Sport Fan Co.","Sales Associate","Ms.","Ethel","J.","Porter","","665-555-0100","Work","ethel0@adventure-works.com",2
1650,"American Bicycles and Wheels","Sales Associate","Ms.","Mary Lou","M.","Quintana","","430-555-0100","Cell","marylou0@adventure-works.com",0
1658,"Crowley Sport","Sales Associate","Ms.","Judy","N.","Zugelder","","611-555-0100","Work","judy4@adventure-works.com",1
1662,"Northern Bike Travel","Sales Associate","Ms.","Patricia","M.","Zubaty","","175-555-0100","Work","patricia3@adventure-works.com",0
1664,"Anderson's Custom Bikes","Sales Associate","Mr.","Steven","M.","Wright","","232-555-0100","Work","steven5@adventure-works.com",0
1676,"Team Athletic Co.","Sales Associate","Mr.","Enoch","T","Remick","","800-555-0100","Work","enoch0@adventure-works.com",2
1682,"Premier Sport, Inc.","Sales Associate","Ms.","Constance","J.","Remmington","","537-555-0100","Work","constance1@adventure-works.com",1
1684,"Professional Athletic Consultants","Sales Associate","Mr.","Albert","A.","Rhodes","","504-555-0100","Cell","albert1@adventure-works.com",0
1692,"Carlson Specialties","Sales Associate","Mr.","William","J.","Richter","","519-555-0100","Cell","william4@adventure-works.com",0
1698,"Business Equipment Center","Sales Associate","Ms.","Leota","J.","Roberts","","336-555-0100","Work","leota0@adventure-works.com",0
1492,"Australia Bike Retailer","Sales Manager","Ms.","Charlene","J.","Wojcik","","459-555-0100","Cell","charlene0@adventure-works.com",0
1496,"Advanced Bicycles","Sales Manager","Mr.","James","C.","Wilson","","239-555-0100","Work","james16@adventure-works.com",0
1532,"Knopfler Cycles","Sales Manager","Mr.","Greg","F.","Mohamed","","163-555-0100","Cell","greg4@adventure-works.com",0
1536,"Cruger Bike Company","Sales Manager","Ms.","Lenore","J.","Yasi","","206-555-0100","Cell","lenore0@adventure-works.com",1
1540,"Bergeron Off-Roads","Sales Manager","Ms.","Audrey","E.","Wold","","301-555-0100","Cell","audrey0@adventure-works.com",1
1542,"Hill's Bicycle Service","Sales Manager","Mr.","Ian","A.","Yuhasz","","845-555-0100","Cell","ian0@adventure-works.com",1
1552,"Sports House","Sales Manager","Mr.","Michael","J","O'Connell","","761-555-0100","Work","michael19@adventure-works.com",0
1566,"Burnett Road Warriors","Sales Manager","Ms.","Dorothy","M.","Wollesen","","208-555-0100","Work","dorothy5@adventure-works.com",1
1604,"Bike Satellite Inc.","Sales Manager","Ms.","Eunice","J.","Wolf","","305-555-0100","Cell","eunice0@adventure-works.com",0
1620,"Lakewood Bicycle","Sales Manager","Mr.","Paulo","Sergio Da Silva","Pinto","","823-555-0100","Cell","paulo1@adventure-works.com",0
1646,"Electronic Bike Repair & Supplies","Sales Manager","Mr.","Richard","T.","Young","","683-555-0100","Cell","richard6@adventure-works.com",0
1650,"American Bicycles and Wheels","Sales Manager","Ms.","Barbara","K.","Wisnewski","","757-555-0100","Work","barbara8@adventure-works.com",0
1658,"Crowley Sport","Sales Manager","Mr.","Arvind","B.","Rao","","141-555-0100","Work","arvind1@adventure-works.com",1
1662,"Northern Bike Travel","Sales Manager","Mr.","Michael","S","Ray","","317-555-0100","Cell","michael21@adventure-works.com",1
1678,"Proseware, Inc.","Sales Manager","Mr.","Eric","E.","Rhodes","","113-555-0100","Work","eric8@adventure-works.com",2
1692,"Carlson Specialties","Sales Manager","Ms.","Caroline","M.","Woodard","","384-555-0100","Work","caroline1@adventure-works.com",0
1696,"Chicago City Saddles","Sales Manager","Ms.","Stacy","K.","Rizzi","","329-555-0100","Work","stacy0@adventure-works.com",0
