BusinessEntityID,Name,ContactType,Title,FirstName,MiddleName,LastName,Suffix,PhoneNumber,PhoneNumberType,EmailAddress,EmailPromotion
988,"Manufacturers Inc","Purchasing Manager","Mr.","Geoff","","Grisso","","351-555-0130","Cell","geoff0@adventure-works.com",1
990,"Locks Company","Purchasing Manager","Mr.","Douglas","","Groncki","","385-555-0140","Work","douglas2@adventure-works.com",1
992,"Latest Accessories Sales","Purchasing Manager","Mr.","Brian","","Groth","","461-555-0118","Work","brian5@adventure-works.com",1
1008,"Precision Gears Inc.","Purchasing Manager","Mr.","Don","","Hall","","1 (11) 500 555-0182","Cell","don2@adventure-works.com",1
1154,"Instant Cycle Store","Purchasing Manager","Mr.","Jay","","Jamison","","1 (11) 500 555-0113","Work","jay4@adventure-works.com",1
1350,"Every Bike Shop","Purchasing Manager","Mr.","Gregory","","Weber","","116-555-0100","Cell","gregory2@adventure-works.com",1
1368,"Reliable Retail Center","Purchasing Manager","Mr.","Robert","","Lyon","","666-555-0143","Cell","robert9@adventure-works.com",1
1468,"Village Tours","Purchasing Manager","Mr.","Jan","","Miksovsky","","562-555-0119","Cell","jan1@adventure-works.com",1
1476,"Low Price Cycles","Purchasing Manager","Mr.","Ben","","Miller","","207-555-0167","Cell","ben1@adventure-works.com",1
1478,"Metropolitan Manufacturing","Purchasing Manager","Mr.","Dylan","","Miller","","140-555-0192","Cell","dylan1@adventure-works.com",1
1486,"Rural Mountain Bike Mart","Purchasing Manager","Mr.","Scott","","Mitchell","","1 (11) 500 555-0183","Work","scott8@adventure-works.com",1
1802,"Cycling Goods","Purchasing Manager","Mr.","Stefano","","Stefani","","1 (11) 500 555-0115","Work","stefano0@adventure-works.com",1
1816,"Famous Bike Shop","Purchasing Manager","Mr.","Jim","","Stewart","","226-555-0110","Work","jim5@adventure-works.com",1
292,"Next-Door Bike Store","Owner","Mr.","Gustavo","","Achong","","398-555-0132","Cell","gustavo0@adventure-works.com",2
344,"Retail Sales and Service","Owner","Mr.","Michael","","Allen","","607-555-0193","Cell","michael10@adventure-works.com",2
1032,"Brakes and Gears","Owner","Mr.","Roger","","Harui","","774-555-0133","Cell","roger0@adventure-works.com",2
1070,"Fitness Sport Boutique","Owner","Mr.","Sidney","","Higa","","215-555-0197","Cell","sidney1@adventure-works.com",2
1084,"Running and Cycling Gear","Owner","Mr.","Matthew","","Hink","","146-555-0176","Cell","matthew3@adventure-works.com",2
1092,"Good Toys","Owner","Mr.","David","","Hodgson","","969-555-0117","Work","david16@adventure-works.com",2
1104,"Outdoor Toy Store","Owner","Mr.","Michael","","Holm","","1 (11) 500 555-0123","Cell","michael17@adventure-works.com",2
1110,"Local Sales and Rental","Owner","Mr.","Peter","","Houston","","632-555-0171","Cell","peter3@adventure-works.com",2
1172,"Extras Sporting Goods","Owner","Mr.","Brian","","Johnson","","320-555-0134","Work","brian6@adventure-works.com",2
1174,"Sure & Reliable Sporting Goods","Owner","Mr.","David","","Johnson","","476-555-0139","Cell","david18@adventure-works.com",2
1182,"New and Used Bicycles","Owner","Mr.","Brannon","","Jones","","895-555-0160","Cell","brannon0@adventure-works.com",2
1206,"Capable Sales and Service","Owner","Mr.","Sandeep","","Katyal","","928-555-0117","Cell","sandeep2@adventure-works.com",2
1232,"Mail Market","Owner","Mr.","Joe","","Kim","","1 (11) 500 555-0144","Cell","joe1@adventure-works.com",2
1250,"Next Door Cycles","Owner","Mr.","Jim","","Kennedy","","1 (11) 500 555-0199","Work","jim3@adventure-works.com",2
1256,"Specialty Sports Store","Owner","Mr.","Scott","","Konersmann","","556-555-0192","Work","scott6@adventure-works.com",2
1278,"Many Bikes Store","Owner","Mr.","Jeffrey","","Kurtz","","452-555-0179","Cell","jeffrey3@adventure-works.com",2
1360,"Main Bicycle Services","Owner","Mr.","Nigel","","Westbury","","420-555-0100","Work","nigel0@adventure-works.com",2
770,"Best Cycle Store","Purchasing Agent","Mr.","Ryan","","Danner","","1 (11) 500 555-0178","Cell","ryan3@adventure-works.com",2
778,"One-Piece Handle Bars","Purchasing Agent","Mr.","Jose","","De Oliveira","","188-555-0152","Work","jose3@adventure-works.com",2
790,"Preferred Bikes","Purchasing Agent","Mr.","Stefan","","Delmarco","","819-555-0186","Cell","stefan0@adventure-works.com",2
796,"Rich Department Store","Purchasing Agent","Mr.","Bruno","","Deniut","","1 (11) 500 555-0118","Cell","bruno1@adventure-works.com",2
800,"Stationary Bikes and Stands","Purchasing Agent","Mr.","Prashanth","","Desai","","138-555-0156","Cell","prashanth0@adventure-works.com",2
810,"Rampart Amusement Company","Purchasing Agent","Mr.","Dick","","Dievendorff","","1 (11) 500 555-0193","Work","dick1@adventure-works.com",2
966,"The New Bike Store","Purchasing Agent","Mr.","Mete","","Goktepe","","637-555-0120","Cell","mete0@adventure-works.com",2
978,"Commercial Sporting Goods","Purchasing Agent","Mr.","Michael","","Graff","","132-555-0150","Cell","michael16@adventure-works.com",2
1130,"Efficient Cycling","Purchasing Agent","Mr.","Ryan","","Ihrig","","809-555-0152","Work","ryan4@adventure-works.com",2
1300,"Perfect Toys","Purchasing Agent","Mr.","Robertson","","Lee","","1 (11) 500 555-0165","Work","robertson0@adventure-works.com",2
1304,"Authorized Bike Sales and Rental","Purchasing Agent","Mr.","Roger","","Lengel","","947-555-0143","Work","roger1@adventure-works.com",2
1336,"Eastside Department Store","Purchasing Agent","Mr.","Kevin","","Liu","","926-555-0164","Work","kevin5@adventure-works.com",2
1348,"Healthy Activity Store","Purchasing Agent","Mr.","Jeremy","","Los","","911-555-0165","Cell","jeremy0@adventure-works.com",2
1838,"Valley Bicycle Distributors","Purchasing Agent","Mr.","Michael","","Sullivan","","323-555-0113","Work","michael24@adventure-works.com",2
1958,"Ultimate Bicycle Company","Purchasing Agent","Mr.","Johnathan","","Van Eaton","","1 (11) 500 555-0156","Work","johnathan0@adventure-works.com",2
506,"Third Bike Store","Purchasing Manager","Mr.","Randall","","Boseman","","383-555-0117","Work","randall0@adventure-works.com",2
610,"Mountain Emporium","Purchasing Manager","Mr.","David","","Campbell","","756-555-0117","Work","david14@adventure-works.com",2
676,"Inexpensive Parts Shop","Purchasing Manager","Mr.","Neil","","Charney","","1 (11) 500 555-0180","Cell","neil0@adventure-works.com",2
748,"Major Equipment Co","Purchasing Manager","Mr.","Ryan","","Cornelsen","","1 (11) 500 555-0147","Work","ryan2@adventure-works.com",2
754,"Distinctive Store","Purchasing Manager","Mr.","Jack","","Creasey","","539-555-0182","Work","jack2@adventure-works.com",2
